Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP,iso_code,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,gdp,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
Vietnam,1983,21.69607398,997.7564688,20.69831751,11.78076922,5.815031043,0.137770298,0.0,0.0,26.805,0.537,0.183,0.301,VNM,0.0,0.0,244.737,0.449,,,4.664,2.691,,,,0.0,0.0,0.0,0.0,,,0.643,54.276,0.209,32.773,,563.62,40.847,702.464,,,,,,,,,,,,,,0.998,1038.433,6.798,94.374,3.627,56.986,980.009,,,,244.737,1.047,0.449,0.632,,10.87,0.632,10.87,,-21.603,5.626,-0.936,3.397,,58.424,,,,-21.603,5.626,-0.936,3.397,58.424,,,0.0,0.0,0.0,,0.0,,14.405,39.051,2.969,23.58,,405.519,,,,,,0.0,0.0,0.0,0.0,,58148000.0,60.383,,,-21.603,5.626,-0.936,3.397,58.424,,,0.0,0.0,0.0,,0.0,60480106496.0,,,0.0,0.0,0.0,,0.0
China,1983,1694.937909,109100.242,1585.837667,1270.956163,223.1280763,24.0655033,3.715106983,0.637265968,55.729,2.746,1.707,1.451,CHN,7.234,280.283,2.347,2.822,3.868,45.864,6.423,321.323,,,,0.0,0.0,0.0,0.0,,,7.092,74.925,264.167,3989.008,,3826.64,4154.821,3985.704,,,,,,,,,,,,,,2.73,5107.319,6.005,95.491,287.981,5083.98,4877.043,,,,2.347,2.311,2.822,123.061,,118.052,123.061,118.052,,16.13,4.509,33.342,240.047,,230.276,,,,16.13,4.509,33.342,240.047,230.276,,,0.0,0.0,0.0,,0.0,,2.208,18.255,20.992,971.912,,932.351,1231.592,1181.461,,,,0.0,0.0,0.0,0.0,,1042430976.0,5324.027,,,16.13,4.509,33.342,240.047,230.276,,,0.0,0.0,0.0,,0.0,1950000000000.0,,,0.0,0.0,0.0,,0.0
Argentina,1983,117.1998557,21831.33928,95.36851644,2.939592828,64.10073632,28.09199215,2.225358435,1.387171428,55.024,0.303,0.225,3.219,ARG,0.0,,34.219,32.579,0.375,1.115,4.472,20.321,,,,0.0,0.0,0.0,0.0,,,-9.245,2.039,-0.986,9.68,,330.803,,,,,,,,,,,,,,,,1.208,16224.93,3.411,87.151,13.648,413.77,14140.189,,,,7.524,30.152,10.017,143.152,,4892.082,127.787,4366.981,,4.695,10.776,2.294,51.164,,1748.477,,,,12.283,12.849,6.673,61.004,2084.741,,82.086,1.992,4.264,9.458,,323.229,,1.801,54.961,4.617,260.938,,8917.303,298.026,10184.753,,,43.167,0.08,0.115,0.381,13.035,,29262000.0,474.774,,,4.904,10.857,2.409,51.545,1761.512,,,0.0,0.0,0.0,,0.0,393000000000.0,,,0.0,0.0,0.0,,0.0
Bolivia,1983,14.67264335,9347.32675,5.325316595,0.74122959,3.606216128,0.688345303,0.0,0.0,46.614,0.578,0.246,0.839,BOL,,,-3.995,-1.128,0.0,,2.512,0.537,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.853,3691.127,,,,,,,,,,,,,,,27.11,4569.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5933000.0,21.899,,,,,,,,,,,,,,,11818219520.0,,,,,,,
Brazil,1983,166.3416554,7577.8589,158.7637965,20.52296189,127.2280392,2.540452099,1.592258348,0.691506536,31.107,0.223,0.133,1.148,BRA,6.692,2.489,35.226,4.592,26.786,43.736,1.978,22.085,,,,0.0,0.0,0.0,0.0,,,12.459,7.012,8.845,79.837,,616.744,39.684,306.561,,,,,,,,,,,,,,1.73,8795.298,-2.521,59.581,-17.541,678.36,5240.363,,,,35.226,1.548,4.592,17.629,,136.188,17.629,136.188,,7.329,36.956,28.731,420.764,,3250.425,,,,7.78,37.685,30.969,429.054,3314.467,,,0.0,0.0,0.0,,0.0,,-5.063,51.021,-30.978,580.893,,4487.431,207.014,1599.195,,,36.997,0.728,2.239,8.29,64.042,,129449000.0,1138.542,,,7.78,37.685,30.969,429.054,3314.467,,,0.0,0.0,0.0,,0.0,658000000000.0,,,0.0,0.0,0.0,,0.0
Cuba,1983,33.87056292,107.3512275,33.76321169,0.398156843,32.91517047,0.133908114,0.0,0.83652901,50.42,0.683,0.22,3.327,CUB,,0.0,0.0,0.0,18.725,1.369,-8.576,-12.567,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.977,13421.986,,,,,,,,,,,,,,,0.092,9.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.683,869.914,,,,,,,,,9981000.0,133.965,,,,,,,,,,,,,,,67745722368.0,,,,,,,
Curaçao,1983,,,6.872665227,0,6.872665227,0.0,6.558370445,0.146636499,37.324,3.892,3.096,38.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,1983,,,7.078759446,0.019940432,6.804355464,0.0,0.0,0.226411775,41.775,0.385,0.181,1.09,DOM,,0.0,,0.0,,0.0,17.908,4.784,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.161,5080.364,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,6200000.0,31.498,,,,,,,,,,,,,,,27128958976.0,,,,,,,
Ecuador,1983,16.03512444,4450.68052,11.58444392,0,11.23860889,0.0,0.056394654,0.363534577,51.077,0.313,0.173,1.286,ECU,,,,,12.725,16.803,-2.379,-1.122,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,1.001,5336.858,-7.648,89.614,-3.416,41.25,4782.59,,,,23.864,2.754,0.244,1.268,,146.976,,,,92.291,10.386,2.294,4.781,,554.268,,,,92.291,10.386,2.294,4.781,554.268,,,0.0,0.0,0.0,,0.0,,-8.387,86.86,-3.66,39.982,,4635.614,148.845,17257.385,,,,0.0,0.0,0.0,0.0,,8625000.0,46.03,,,92.291,10.386,2.294,4.781,554.268,,,0.0,0.0,0.0,,0.0,45981143040.0,,,0.0,0.0,0.0,,0.0
El Salvador,1983,,,2.01122588,0,1.513624629,0.0,0.0,0.076533705,13.169,0.133,0.065,0.31,SLV,,0.0,,0.0,,0.0,3.002,0.354,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.05,2526.687,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,4805000.0,12.141,,,,,,,,,,,,,,,11561958400.0,,,,,,,
Guatemala,1983,,,3.615169196,0.007376118,2.776384098,0.0,0.401066121,0.117619036,18.728,0.123,0.06,0.368,GTM,,0.0,,0.0,16.588,0.634,8.858,1.487,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.71,2329.344,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.453,567.421,,,,,,,,,7847000.0,18.278,,,,,,,,,,,,,,,25736620032.0,,,,,,,
Guyana,1983,1.409725278,1.2944145,1.408430863,0,1.303229944,0.0,0.0,0.047833528,34.201,0.641,0.319,1.659,GUY,,0.0,,,,,-14.964,-0.88,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6419.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779000.0,5.001,,,,,,,,,,,,,,,,,,,,,,
Haiti,1983,,,1.214559822,0.125391621,0.634459038,0.0,0.0,0.035077961,8.166,0.073,0.033,0.124,HTI,,0.0,,0.0,,0.0,-14.89,-0.638,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.23,602.619,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,6052000.0,3.647,,,,,,,,,,,,,,,15884401664.0,,,,,,,
Honduras,1983,,,2.190303368,0,1.784576198,0.0,0.0,0.089289273,21.327,0.269,0.129,0.437,HND,,0.0,,0.0,,0.0,2.733,0.25,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.848,2335.457,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,4031000.0,9.414,,,,,,,,,,,,,,,11095707648.0,,,,,,,
Jamaica,1983,,,5.706716615,0,5.672685727,0.0,0.097523304,0.353967752,66.745,0.578,0.323,2.478,JAM,,0.0,,0.0,,0.0,5.95,1.515,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,2.901,11874.209,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,2272000.0,26.978,,,,,,,,,,,,,,,9299517440.0,,,,,,,
Nicaragua,1983,,,2.25262511,0,1.984124982,0.0,0.0,0.047833528,27.882,0.298,0.115,0.552,NIC,,0.0,,0.0,,0.0,-6.24,-0.593,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.95,2511.853,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,3550000.0,8.917,,,,,,,,,,,,,,,9384651776.0,,,,,,,
Panama,1983,,,3.585940034,0,3.466744368,0.0,3.446640668,0.235978601,46.462,0.29,0.156,1.616,PAN,,0.0,,0.0,,0.0,1.032,0.529,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,4.082,24423.427,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,2122000.0,51.827,,,,,,,,,,,,,,,12696180736.0,,,,,,,
Paraguay,1983,1.670243337,0.5129123,1.669730425,0,1.270343371,0.0,0.0,0.038385413,13.734,0.099,0.047,0.36,PRY,,0.0,,0.0,,0.0,8.544,0.624,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.652,2286.64,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,3469000.0,7.932,,,,,,,,,,,,,,,12166439936.0,,,,,,,
Peru,1983,22.94316833,3843.721595,19.09944674,0.579260566,16.66333307,0.742340786,0.096455959,0.841869563,40.036,0.272,0.146,0.942,PER,0.0,,-34.129,-2.613,-12.593,-14.946,-11.61,-12.966,,,,0.0,0.0,0.0,0.0,,,-15.337,1.625,-0.291,1.604,,84.992,,,,,,,,,,,,,,,,1.508,5230.864,-13.813,76.779,-12.146,75.789,4016.184,,,,-34.129,5.109,-2.613,5.044,,267.262,5.044,267.262,,-3.442,22.813,-0.803,22.519,,1193.337,,,,-3.452,23.221,-0.819,22.922,1214.681,,,0.0,0.0,0.0,,0.0,,-11.791,70.044,-9.242,69.142,,3663.929,103.743,5497.49,,,-3.974,0.408,-0.017,0.403,21.344,,18871000.0,98.712,,,-3.452,23.221,-0.819,22.922,1214.681,,,0.0,0.0,0.0,,0.0,65458909184.0,,,0.0,0.0,0.0,,0.0
Suriname,1983,,,,,,,,,,,,,SUR,,0.0,,0.0,,0.0,-30.008,-3.016,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,19433.584,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,362000.0,7.035,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,1983,12.94529537,6248.313374,6.696982001,0,2.232358549,4.458275638,1.436818693,0.204089682,37.401,0.661,0.439,5.832,TTO,,,3.601,1.366,-9.605,-9.776,-2.431,-1.445,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,3.565,50976.035,-2.424,99.923,-1.44,57.966,50936.98,,,,3.601,67.741,1.366,39.297,,34531.882,39.297,34531.882,,,0.0,0.0,0.0,,0.0,,,,-11.111,0.077,-0.006,0.044,39.055,,,0.0,0.0,0.0,,0.0,,-13.066,32.182,-2.806,18.669,,16405.099,92.007,80849.479,,,-11.111,0.077,-0.006,0.044,39.055,,1138000.0,58.011,,,-11.111,0.077,-0.006,0.044,39.055,,,0.0,0.0,0.0,,0.0,16272900096.0,,,0.0,0.0,0.0,,0.0
Uruguay,1983,3.850374565,1.0351585,3.849339406,0.029296811,3.682415496,0.0,0.284124267,0.0,41.129,0.169,0.131,1.233,URY,,0.0,,0.0,,0.0,31.777,9.005,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.6,12560.299,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,2973000.0,37.342,,,,,,,,,,,,,,,23338110976.0,,,,,,,
Venezuela,1983,205.2407564,119179.3477,86.06140864,0.531327179,57.67721579,27.75196003,1.688771314,1.726929038,53.911,0.23,0.228,5.164,VEN,-20.0,-0.085,-1.53,-2.697,-5.191,-61.842,-0.44,-2.111,,,,0.0,0.0,0.0,0.0,,,39.932,0.301,0.41,1.437,,87.406,0.34,20.653,,,,,,,,,,,,,,3.143,29053.678,-1.917,89.497,-8.358,427.555,26002.225,,,,-1.53,36.339,-2.697,173.604,,10557.936,173.604,10557.936,,14.222,10.503,6.247,50.175,,3051.453,,,,14.222,10.503,6.247,50.175,3051.453,,,0.0,0.0,0.0,,0.0,,-2.348,52.857,-6.071,252.513,,15356.883,1129.401,68685.836,,,,0.0,0.0,0.0,0.0,,16443000.0,477.73,,,14.222,10.503,6.247,50.175,3051.453,,,0.0,0.0,0.0,,0.0,152000000000.0,,,0.0,0.0,0.0,,0.0
Bahrain,1983,10.24998512,1752.603239,8.497381882,0,1.562881768,6.934500114,0.259890864,1.192648572,61.446,0.97,0.482,21.381,BHR,,,4.807,1.721,0.0,,5.633,2.778,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.484,131539.684,,,,,,,,,,,,,,,37.53,94772.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396000.0,52.09,,,,,,,,,,,,,,,6139445760.0,,,,,,,
Iran,1983,202.3050459,78166.8983,124.1381476,2.119693258,107.3789821,14.6014259,0.858768483,1.62633907,68.603,0.618,0.228,2.819,IRN,0.0,,14.286,9.642,2.283,31.838,18.74,86.39,,,,0.0,0.0,0.0,0.0,,,-5.649,2.701,-0.885,14.784,,338.784,,,,,,,,,,,,,,,,1.881,12543.962,19.577,96.824,86.77,529.998,12145.608,,,,14.286,14.091,9.642,77.133,,1767.609,77.133,1767.609,,-2.142,3.176,-0.381,17.383,,398.354,,,,-2.142,3.176,-0.381,17.383,398.354,,,0.0,0.0,0.0,,0.0,,21.666,80.032,78.014,438.081,,10039.214,1426.245,32684.315,,,,0.0,0.0,0.0,0.0,,43637000.0,547.381,,,-2.142,3.176,-0.381,17.383,398.354,,,0.0,0.0,0.0,,0.0,291000000000.0,,,0.0,0.0,0.0,,0.0
Iraq,1983,53.00812413,21212.92221,31.79520192,0,30.89060973,0.902632034,0.435607295,0.691779571,62.398,1.881,0.903,2.119,IRQ,,,-30.882,-1.995,12.061,67.927,10.638,10.493,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.603,7365.409,10.821,98.473,10.493,107.459,7252.918,,,,-30.882,4.092,-1.995,4.465,,301.364,4.465,301.364,,0.0,1.527,0.0,1.667,,112.491,,,,0.0,1.527,0.0,1.667,112.491,,,0.0,0.0,0.0,,0.0,,13.798,94.381,12.488,102.994,,6951.554,631.114,42596.792,,,,0.0,0.0,0.0,0.0,,14816000.0,109.126,,,0.0,1.527,0.0,1.667,112.491,,,0.0,0.0,0.0,,0.0,181000000000.0,,,0.0,0.0,0.0,,0.0
Jordan,1983,6.605546959,2.0969825,6.603449976,0,6.602879457,0.0,0.0,0.733446938,66.627,0.575,0.253,2.445,JOR,,0.0,,0.0,,0.0,6.667,2.053,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,3.211,12299.914,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,2671000.0,32.853,,,,,,,,,,,,,,,10230920192.0,,,,,,,
Kuwait,1983,41.51146667,8983.401818,32.52806486,0,23.30090508,9.226833421,2.430636455,1.065039467,63.501,0.919,0.581,20.436,KWT,,,9.796,3.42,28.926,143.296,10.365,11.569,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,1.74,78110.663,10.365,100.0,11.569,123.181,78110.663,,,,9.796,31.119,3.42,38.333,,24307.248,38.333,24307.248,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,10.624,68.881,8.149,84.848,,53803.414,638.676,404994.323,,,,0.0,0.0,0.0,0.0,,1577000.0,123.181,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,70806691840.0,,,0.0,0.0,0.0,,0.0
Lebanon,1983,5.313394521,2.645255,5.310749266,0,5.272588931,0.0,0.0,0.354489088,64.114,0.293,0.149,1.981,LBN,,0.0,,0.0,,0.0,3.359,0.919,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.434,10784.125,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,2622000.0,28.276,,,,,,,,,,,,,,,19723274240.0,,,,,,,
Oman,1983,8.002203307,4067.077988,3.935125319,0,2.604450314,1.330675004,0.348485836,0.449581979,68.025,0.227,0.117,2.862,OMN,,,24.208,2.017,15.714,30.477,-6.414,-1.532,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,1.336,16421.825,-6.414,100.0,-1.532,22.35,16421.825,,,,24.208,46.303,2.017,10.349,,7603.717,10.349,7603.717,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,-22.822,53.697,-3.549,12.001,,8818.109,224.422,164894.935,,,,0.0,0.0,0.0,0.0,,1361000.0,22.35,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,16733550592.0,,,0.0,0.0,0.0,,0.0
Qatar,1983,12.41050471,2805.283796,9.605220912,0,1.576745709,8.027261437,0.0,0.235978601,45.915,0.506,0.343,30.937,QAT,,,3.561,1.863,-9.051,-17.736,4.792,3.131,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,3.246,221610.7,4.792,100.0,3.131,68.478,221610.7,,,,3.561,79.124,1.863,54.182,,175347.228,54.182,175347.228,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,9.737,20.876,1.268,14.295,,46263.473,178.215,576746.973,,,,0.0,0.0,0.0,0.0,,309000.0,68.478,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,21093496832.0,,,0.0,0.0,0.0,,0.0
Saudi Arabia,1983,183.7920391,47681.00333,136.1110358,0,112.0971508,24.01209003,7.162821172,4.74189441,62.134,0.58,0.246,11.526,SAU,,,-2.355,-2.689,-29.368,-1160.006,8.3,45.829,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,2.183,51107.386,8.3,100.0,45.829,598.008,51107.386,,,,-2.355,18.641,-2.689,111.473,,9526.8,111.473,9526.8,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,11.077,81.359,48.517,486.534,,41580.585,2789.914,238433.804,,,,0.0,0.0,0.0,0.0,,11701000.0,598.008,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,274000000000.0,,,0.0,0.0,0.0,,0.0
Syria,1983,32.06019525,12327.60069,19.73259456,0.021855141,19.55918984,0.151112495,2.28768174,0.83868082,63.699,1.39,1.283,1.968,SYR,,,51.777,0.255,3.871,3.469,13.04,11.219,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.866,9785.37,,,,,,,,,,,,,,,0.748,75.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.087,9365.829,,,,,,,,,9939000.0,97.257,,,,,,,,,,,,,,,52131651584.0,,,,,,,
United Arab Emirates,1983,51.34693056,26424.57618,24.92235439,0,13.19470525,11.72764914,4.820053197,1.342526941,63.386,0.253,0.151,20.106,ARE,,,-12.0,-11.115,-5.81,-43.473,-3.787,-5.183,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,107237.52,-3.787,100.0,-5.183,131.688,107237.52,,,,-8.742,44.053,-5.558,58.013,,47241.487,81.51,66376.275,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.511,55.947,0.375,73.675,,59996.033,704.776,573922.209,,,,0.0,0.0,0.0,0.0,,1228000.0,131.688,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0
Yemen,1983,4.504133373,2.8636475,4.501269726,0,4.495194981,0.0,0.94314908,0.414451183,67.553,0.233,0.144,0.499,YEM,,,,0.0,,,-9.565,-3.227,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.105,3439.669,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8869000.0,30.506,,,,,,,,,,,,,,,27612143616.0,,,,,,,
Canada,1984,425.649888,25428.51923,400.2213688,104.9854738,193.0564617,100.9911354,1.673039585,1.51759916,49.917,0.535,0.522,15.401,CAN,30.993,91.775,9.602,65.246,6.689,61.018,6.498,162.957,,,,0.0,0.0,0.0,0.0,,,11.389,12.141,33.156,324.272,,12744.022,387.889,15244.223,,,,,,,,,,,,,,3.975,104968.444,5.909,64.57,96.226,1724.616,67778.179,,,,11.0,20.26,53.626,541.116,,21266.091,744.76,29269.418,,7.584,29.757,56.031,794.787,,31235.478,,,,7.587,35.43,66.731,946.306,37190.266,,7.406,5.43,10.0,145.028,,5699.662,,1.111,32.17,9.444,859.228,,33768.065,973.194,38246.957,,,12.086,0.243,0.7,6.492,255.126,,25445000.0,2670.922,,,7.619,30.0,56.731,801.278,31490.604,,,0.0,0.0,0.0,,0.0,672000000000.0,,,0.0,0.0,0.0,,0.0
Chile,1984,21.50782771,495.0757825,21.01275193,5.159155838,13.67673602,1.601655008,0.071564067,0.513201324,50.269,0.391,0.234,1.697,CHL,0.0,,0.0,,0.0,,4.629,4.714,,,,0.0,0.0,0.0,0.0,,,34.868,12.793,3.524,13.63,,1128.529,,,,,,,,,,,,,,,,1.478,8821.169,5.0,73.469,3.728,78.275,6480.824,,,,2.273,7.432,0.176,7.918,,655.552,,,,3.766,26.007,1.006,27.708,,2294.118,,,,3.615,26.531,0.986,28.267,2340.345,,,0.0,0.0,0.0,,0.0,,0.049,53.244,0.028,56.727,,4696.743,,,,,-3.365,0.524,-0.019,0.558,46.227,,12078000.0,106.542,,,3.615,26.531,0.986,28.267,2340.345,,,0.0,0.0,0.0,,0.0,72093655040.0,,,0.0,0.0,0.0,,0.0
Colombia,1984,44.1091577,4263.040095,39.8461176,9.10694162,21.87311138,7.339551562,0.194831941,1.341851294,45.84,0.405,0.189,1.288,COL,31.343,12.71,1.665,0.595,9.93,9.459,2.664,5.569,,,,0.0,0.0,0.0,0.0,,,4.11,16.041,1.359,34.434,,1173.975,53.26,1815.825,,,,,,,,,,,,,,1.148,7318.696,0.351,77.49,0.582,166.345,5671.289,,,,-0.695,16.913,-0.254,36.306,,1237.795,36.341,1238.989,,11.548,22.18,4.929,47.612,,1623.257,,,,11.509,22.51,4.987,48.32,1647.407,,,0.0,0.0,0.0,,0.0,,-0.544,44.537,-0.523,95.605,,3259.518,104.724,3570.434,,,8.974,0.33,0.058,0.708,24.15,,29331000.0,214.665,,,11.509,22.51,4.987,48.32,1647.407,,,0.0,0.0,0.0,,0.0,187000000000.0,,,0.0,0.0,0.0,,0.0
Costa Rica,1984,,,1.948362651,0.002458573,1.875268667,0.0,0.108901743,0.0,35.939,0.123,0.084,0.714,CRI,,0.0,,,,,-3.822,-0.676,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.913,6387.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2664000.0,17.017,,,,,,,,,,,,,,,18633408512.0,,,,,,,
